period,minutes_remaining,seconds_remaining,action_type,shot_zone_basic,shot_zone_area,shot_zone_range,shot_distance,loc_x,loc_y,shot_made_flag,game_date,season,playoffs,score,opponent
4,6,51,Jump Shot,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-74,66,0,20060109,2005-06,0,0,IND
4,5,54,Jump Shot,Mid-Range,Right Side(R),8-16 ft.,14,89,118,0,20060109,2005-06,0,0,IND
4,3,28,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,19,163,105,0,20060109,2005-06,0,0,IND
4,2,48,Fadeaway Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-49,61,1,20060109,2005-06,0,2,IND
4,1,46,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20060109,2005-06,0,2,IND
1,10,59,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,19,-194,5,1,20060111,2005-06,0,2,POR
1,9,57,Running Hook Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,56,0,1,20060111,2005-06,0,2,POR
1,9,12,Driving Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20060111,2005-06,0,2,POR
1,8,16,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,20,-200,41,0,20060111,2005-06,0,0,POR
1,7,43,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,24,197,140,0,20060111,2005-06,0,0,POR
1,4,39,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,210,158,0,20060111,2005-06,0,0,POR
1,2,50,Jump Shot,Mid-Range,Center(C),16-24 ft.,20,1,206,0,20060111,2005-06,0,0,POR
2,9,30,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20060111,2005-06,0,2,POR
2,8,28,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20060111,2005-06,0,2,POR
2,7,45,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,24,177,164,1,20060111,2005-06,0,3,POR
2,6,9,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,24,225,92,0,20060111,2005-06,0,0,POR
2,5,42,Running Jump Shot,Restricted Area,Center(C),Less Than 8 ft.,3,16,36,1,20060111,2005-06,0,2,POR
2,3,51,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20060111,2005-06,0,0,POR
2,1,46,Turnaround Jump Shot,Mid-Range,Right Side(R),8-16 ft.,9,94,3,1,20060111,2005-06,0,2,POR
2,0,0,Jump Shot,Above the Break 3,Back Court(BC),Back Court Shot,44,199,401,0,20060111,2005-06,0,0,POR
3,7,21,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20060111,2005-06,0,2,POR
3,6,46,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,24,-227,84,1,20060111,2005-06,0,3,POR
3,5,34,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,24,-223,105,0,20060111,2005-06,0,0,POR
4,10,10,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,24,108,219,0,20060111,2005-06,0,0,POR
4,7,36,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,18,103,155,0,20060111,2005-06,0,0,POR
4,7,13,Jump Shot,Right Corner 3,Right Side(R),24+ ft.,22,227,-14,0,20060111,2005-06,0,0,POR
4,6,13,Jump Shot,Above the Break 3,Center(C),24+ ft.,25,67,250,1,20060111,2005-06,0,3,POR
4,5,31,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,24,-131,202,0,20060111,2005-06,0,0,POR
4,4,27,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,19,-108,168,0,20060111,2005-06,0,0,POR
4,3,33,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,24,107,217,0,20060111,2005-06,0,0,POR
4,2,39,Driving Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20060111,2005-06,0,2,POR
4,2,4,Driving Finger Roll Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20060111,2005-06,0,0,POR
4,0,47,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,24,113,215,0,20060111,2005-06,0,0,POR
4,0,23,Driving Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20060111,2005-06,0,2,POR
1,10,34,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,21,-145,153,1,20060112,2005-06,0,2,CLE
1,6,29,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20060112,2005-06,0,2,CLE
1,5,50,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,27,217,163,0,20060112,2005-06,0,0,CLE
1,4,53,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20060112,2005-06,0,2,CLE
1,4,28,Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20060112,2005-06,0,0,CLE
1,0,30,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,22,151,163,0,20060112,2005-06,0,0,CLE
1,0,0,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-209,138,1,20060112,2005-06,0,3,CLE
2,5,55,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,21,166,138,1,20060112,2005-06,0,2,CLE
2,4,39,Turnaround Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,20,133,151,0,20060112,2005-06,0,0,CLE
2,3,4,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,20,-92,179,0,20060112,2005-06,0,0,CLE
2,2,20,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-179,191,0,20060112,2005-06,0,0,CLE
2,0,58,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20060112,2005-06,0,0,CLE
3,3,47,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,19,-115,158,0,20060112,2005-06,0,0,CLE
3,2,9,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,19,176,82,1,20060112,2005-06,0,2,CLE
3,0,0,Jump Shot,Backcourt,Back Court(BC),Back Court Shot,61,-187,585,0,20060112,2005-06,0,0,CLE
4,4,55,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,20,144,146,0,20060112,2005-06,0,0,CLE
4,4,14,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,27,177,204,0,20060112,2005-06,0,0,CLE
4,3,30,Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20060112,2005-06,0,0,CLE
4,1,30,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,17,-99,145,1,20060112,2005-06,0,2,CLE
4,0,50,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,21,-169,138,1,20060112,2005-06,0,2,CLE
4,0,8,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,20,-174,105,1,20060112,2005-06,0,2,CLE
1,9,35,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,17,-118,132,0,20060114,2005-06,0,0,GSW
1,8,41,Turnaround Jump Shot,Mid-Range,Right Side(R),16-24 ft.,16,154,58,1,20060114,2005-06,0,2,GSW
1,4,51,Turnaround Jump Shot,Mid-Range,Right Side(R),8-16 ft.,11,117,0,1,20060114,2005-06,0,2,GSW
1,2,31,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-148,209,1,20060114,2005-06,0,3,GSW
2,9,19,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,18,117,146,0,20060114,2005-06,0,0,GSW
2,8,21,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,28,121,253,0,20060114,2005-06,0,0,GSW
2,5,40,Fadeaway Jump Shot,Mid-Range,Left Side(L),16-24 ft.,17,-171,0,0,20060114,2005-06,0,0,GSW
2,5,4,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-148,202,0,20060114,2005-06,0,0,GSW
2,4,4,Turnaround Jump Shot,Mid-Range,Right Side(R),8-16 ft.,15,144,54,1,20060114,2005-06,0,2,GSW
2,3,21,Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,10,6,100,1,20060114,2005-06,0,2,GSW
2,2,21,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,20,12,1,20060114,2005-06,0,2,GSW
2,0,0,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,27,-126,240,0,20060114,2005-06,0,0,GSW
3,8,52,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-16,7,1,20060114,2005-06,0,2,GSW
3,7,59,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,-20,13,0,20060114,2005-06,0,0,GSW
3,6,0,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-195,179,0,20060114,2005-06,0,0,GSW
3,5,40,Jump Bank Shot,Mid-Range,Left Side(L),16-24 ft.,16,-154,71,0,20060114,2005-06,0,0,GSW
3,5,22,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,3,-25,20,1,20060114,2005-06,0,2,GSW
3,4,58,Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,10,68,0,20060114,2005-06,0,0,GSW
3,3,47,Turnaround Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,18,-151,114,0,20060114,2005-06,0,0,GSW
3,1,42,Fadeaway Jump Shot,Mid-Range,Right Side(R),16-24 ft.,19,199,-19,1,20060114,2005-06,0,2,GSW
4,5,31,Turnaround Jump Shot,Mid-Range,Left Side(L),8-16 ft.,15,-156,5,0,20060114,2005-06,0,0,GSW
4,4,26,Turnaround Jump Shot,Mid-Range,Left Side(L),16-24 ft.,20,-200,-1,1,20060114,2005-06,0,2,GSW
4,3,46,Fadeaway Jump Shot,Mid-Range,Right Side(R),16-24 ft.,17,148,94,1,20060114,2005-06,0,2,GSW
4,3,1,Fadeaway Jump Shot,Mid-Range,Right Side(R),16-24 ft.,20,202,-6,0,20060114,2005-06,0,0,GSW
4,2,23,Fadeaway Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,19,138,133,1,20060114,2005-06,0,2,GSW
4,1,44,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,17,-177,0,0,20060114,2005-06,0,0,GSW
4,1,17,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,20,15,1,20060114,2005-06,0,2,GSW
4,0,44,Jump Shot,Mid-Range,Left Side(L),8-16 ft.,13,-130,36,0,20060114,2005-06,0,0,GSW
1,11,37,Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,13,-48,125,0,20060116,2005-06,0,0,MIA
1,8,25,Jump Shot,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,41,71,0,20060116,2005-06,0,0,MIA
1,5,55,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,22,-125,189,1,20060116,2005-06,0,2,MIA
1,5,5,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,130,229,0,20060116,2005-06,0,0,MIA
1,3,16,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,17,-120,130,1,20060116,2005-06,0,2,MIA
1,2,7,Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,9,46,84,0,20060116,2005-06,0,0,MIA
1,1,14,Jump Hook Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-49,33,1,20060116,2005-06,0,2,MIA
2,11,23,Jump Shot,Mid-Range,Right Side(R),8-16 ft.,14,143,-6,1,20060116,2005-06,0,2,MIA
2,9,17,Jump Shot,Mid-Range,Right Side(R),8-16 ft.,15,156,-13,1,20060116,2005-06,0,2,MIA
2,4,53,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,21,-146,158,1,20060116,2005-06,0,2,MIA
2,3,59,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,128,224,0,20060116,2005-06,0,0,MIA
2,3,4,Jump Shot,Mid-Range,Right Side(R),8-16 ft.,14,140,-5,0,20060116,2005-06,0,0,MIA
2,0,1,Jump Shot,Above the Break 3,Center(C),24+ ft.,25,-77,248,1,20060116,2005-06,0,3,MIA
3,11,20,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,163,197,1,20060116,2005-06,0,3,MIA
3,9,9,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,16,146,71,0,20060116,2005-06,0,0,MIA
3,6,18,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,22,143,169,1,20060116,2005-06,0,2,MIA
3,4,12,Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,8,31,84,0,20060116,2005-06,0,0,MIA
3,0,59,Jump Shot,Right Corner 3,Right Side(R),24+ ft.,23,236,-16,0,20060116,2005-06,0,0,MIA
4,8,16,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,19,-161,104,1,20060116,2005-06,0,2,MIA
4,7,14,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,19,-177,91,1,20060116,2005-06,0,2,MIA
4,4,44,Fadeaway Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,20,158,127,1,20060116,2005-06,0,2,MIA
4,3,27,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,18,-187,-19,0,20060116,2005-06,0,0,MIA
4,1,35,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,19,82,181,1,20060116,2005-06,0,2,MIA
4,0,50,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,18,-189,15,0,20060116,2005-06,0,0,MIA
1,11,23,Turnaround Jump Shot,Mid-Range,Right Side(R),16-24 ft.,17,161,66,1,20060119,2005-06,0,2,SAC
1,10,55,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20060119,2005-06,0,2,SAC
1,9,51,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,19,-171,99,1,20060119,2005-06,0,2,SAC
1,9,26,Jump Shot,Above the Break 3,Center(C),24+ ft.,25,44,248,0,20060119,2005-06,0,0,SAC
1,4,53,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,24,-131,204,1,20060119,2005-06,0,3,SAC
1,4,27,Jump Shot,Mid-Range,Left Side(L),8-16 ft.,14,-89,120,0,20060119,2005-06,0,0,SAC
1,3,28,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,24,-182,160,1,20060119,2005-06,0,3,SAC
1,2,17,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20060119,2005-06,0,2,SAC
1,0,45,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,17,156,76,0,20060119,2005-06,0,0,SAC
2,5,34,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,18,-184,-11,1,20060119,2005-06,0,2,SAC
2,3,0,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,24,-177,174,0,20060119,2005-06,0,0,SAC
2,0,12,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,27,-105,258,1,20060119,2005-06,0,3,SAC
2,0,0,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,215,140,0,20060119,2005-06,0,0,SAC
3,9,9,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,22,-130,183,0,20060119,2005-06,0,0,SAC
3,8,20,Jump Shot,Mid-Range,Center(C),16-24 ft.,21,-54,210,1,20060119,2005-06,0,2,SAC
3,6,51,Turnaround Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,21,-145,153,1,20060119,2005-06,0,2,SAC
3,5,54,Jump Shot,Mid-Range,Center(C),16-24 ft.,19,11,194,0,20060119,2005-06,0,0,SAC
3,1,43,Fadeaway Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,10,54,94,1,20060119,2005-06,0,2,SAC
3,0,3,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,22,-225,3,0,20060119,2005-06,0,0,SAC
4,7,5,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,16,-164,0,0,20060119,2005-06,0,0,SAC
4,6,22,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,20,79,189,0,20060119,2005-06,0,0,SAC
4,5,42,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,18,187,-3,1,20060119,2005-06,0,2,SAC
4,4,35,Jump Shot,Mid-Range,Left Side(L),8-16 ft.,9,-82,48,0,20060119,2005-06,0,0,SAC
4,3,22,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,18,94,156,0,20060119,2005-06,0,0,SAC
4,2,49,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,17,138,114,1,20060119,2005-06,0,2,SAC
4,2,12,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,22,209,76,1,20060119,2005-06,0,2,SAC
4,1,34,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,18,182,-6,0,20060119,2005-06,0,0,SAC
4,1,9,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,18,182,49,1,20060119,2005-06,0,2,SAC
5,4,21,Fadeaway Jump Shot,Mid-Range,Left Side(L),16-24 ft.,19,-179,79,0,20060119,2005-06,0,0,SAC
5,3,10,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,212,140,0,20060119,2005-06,0,0,SAC
5,2,30,Jump Shot,Above the Break 3,Center(C),24+ ft.,26,66,261,0,20060119,2005-06,0,0,SAC
5,1,43,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,23,-228,33,1,20060119,2005-06,0,3,SAC
5,1,14,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,24,-140,197,0,20060119,2005-06,0,0,SAC
5,0,48,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20060119,2005-06,0,2,SAC
5,0,17,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-141,210,0,20060119,2005-06,0,0,SAC
1,11,43,Jump Shot,In The Paint (Non-RA),Left Side(L),8-16 ft.,12,-77,99,1,20060120,2005-06,0,2,PHX
1,9,16,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,16,-163,40,1,20060120,2005-06,0,2,PHX
1,8,39,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,16,-66,150,0,20060120,2005-06,0,0,PHX
1,6,47,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,18,-189,0,1,20060120,2005-06,0,2,PHX
1,5,45,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,189,184,0,20060120,2005-06,0,0,PHX
1,5,1,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,148,209,0,20060120,2005-06,0,0,PHX
1,3,53,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20060120,2005-06,0,0,PHX
1,2,38,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20060120,2005-06,0,0,PHX
1,0,50,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,17,-145,97,1,20060120,2005-06,0,2,PHX
1,0,3,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20060120,2005-06,0,0,PHX
2,3,55,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,22,153,163,1,20060120,2005-06,0,2,PHX
2,2,27,Jump Shot,Above the Break 3,Center(C),24+ ft.,25,-13,258,0,20060120,2005-06,0,0,PHX
2,1,56,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,17,-128,125,0,20060120,2005-06,0,0,PHX
2,0,0,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,18,136,132,0,20060120,2005-06,0,0,PHX
3,9,45,Jump Shot,Mid-Range,Right Side(R),8-16 ft.,14,146,23,0,20060120,2005-06,0,0,PHX
3,7,48,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-166,189,0,20060120,2005-06,0,0,PHX
3,4,56,Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,31,66,0,20060120,2005-06,0,0,PHX
3,3,16,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,21,187,97,0,20060120,2005-06,0,0,PHX
3,2,1,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,18,107,150,0,20060120,2005-06,0,0,PHX
3,1,18,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,192,176,1,20060120,2005-06,0,3,PHX
3,0,51,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,192,174,0,20060120,2005-06,0,0,PHX
3,0,28,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20060120,2005-06,0,2,PHX
4,11,17,Jump Shot,Right Corner 3,Right Side(R),24+ ft.,24,238,59,1,20060120,2005-06,0,3,PHX
4,10,50,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,20,-131,156,0,20060120,2005-06,0,0,PHX
4,9,5,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,16,144,71,0,20060120,2005-06,0,0,PHX
4,6,49,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,148,219,1,20060120,2005-06,0,3,PHX
4,5,35,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,27,-197,186,1,20060120,2005-06,0,3,PHX
4,4,28,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-214,130,0,20060120,2005-06,0,0,PHX
4,3,50,Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,11,71,1,20060120,2005-06,0,2,PHX
4,3,13,Running Jump Shot,In The Paint (Non-RA),Left Side(L),8-16 ft.,10,-56,91,0,20060120,2005-06,0,0,PHX
4,2,2,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,24,-200,140,0,20060120,2005-06,0,0,PHX
4,1,17,Driving Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20060120,2005-06,0,2,PHX
4,1,2,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,24,-184,168,0,20060120,2005-06,0,0,PHX
1,9,49,Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20060122,2005-06,0,2,TOR
1,9,19,Fadeaway Jump Shot,Mid-Range,Center(C),16-24 ft.,20,10,204,1,20060122,2005-06,0,2,TOR
1,8,43,Jump Shot,Mid-Range,Center(C),16-24 ft.,18,0,187,0,20060122,2005-06,0,0,TOR
1,7,39,Driving Hook Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,62,36,0,20060122,2005-06,0,0,TOR
1,6,45,Jump Shot,Above the Break 3,Center(C),24+ ft.,25,-3,257,0,20060122,2005-06,0,0,TOR
1,5,7,Jump Shot,Mid-Range,Center(C),16-24 ft.,20,13,209,1,20060122,2005-06,0,2,TOR
1,3,51,Jump Bank Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,52,13,1,20060122,2005-06,0,2,TOR
1,2,24,Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,8,-26,82,0,20060122,2005-06,0,0,TOR
1,2,20,Turnaround Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,13,62,118,0,20060122,2005-06,0,0,TOR
1,1,44,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20060122,2005-06,0,2,TOR
2,5,44,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,22,-223,20,1,20060122,2005-06,0,3,TOR
2,4,44,Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,12,-54,109,0,20060122,2005-06,0,0,TOR
2,4,21,Fadeaway Jump Shot,Mid-Range,Right Side(R),8-16 ft.,15,146,41,0,20060122,2005-06,0,0,TOR
2,3,57,Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,57,41,0,20060122,2005-06,0,0,TOR
2,3,7,Slam Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20060122,2005-06,0,2,TOR
2,1,31,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,20,103,176,1,20060122,2005-06,0,2,TOR
2,0,51,Jump Bank Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-33,58,1,20060122,2005-06,0,2,TOR
2,0,17,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20060122,2005-06,0,2,TOR
3,11,43,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-194,187,0,20060122,2005-06,0,0,TOR
3,11,33,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,17,-89,150,0,20060122,2005-06,0,0,TOR
3,10,43,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20060122,2005-06,0,2,TOR
3,9,36,Running Jump Shot,Mid-Range,Left Side(L),8-16 ft.,10,-100,30,1,20060122,2005-06,0,2,TOR
3,8,42,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,21,82,194,1,20060122,2005-06,0,2,TOR
3,8,14,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-149,212,1,20060122,2005-06,0,3,TOR
3,7,39,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,113,243,1,20060122,2005-06,0,3,TOR
3,6,22,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-174,199,1,20060122,2005-06,0,3,TOR
3,5,48,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,18,184,12,1,20060122,2005-06,0,2,TOR
3,4,47,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,27,107,248,1,20060122,2005-06,0,3,TOR
3,4,7,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,16,163,13,0,20060122,2005-06,0,0,TOR
3,2,30,Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20060122,2005-06,0,2,TOR
3,1,11,Slam Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20060122,2005-06,0,2,TOR
3,0,31,Slam Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20060122,2005-06,0,2,TOR
3,0,1,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,17,118,132,0,20060122,2005-06,0,0,TOR
4,10,58,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,146,220,0,20060122,2005-06,0,0,TOR
4,10,48,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20060122,2005-06,0,0,TOR
4,9,26,Jump Shot,Mid-Range,Right Side(R),8-16 ft.,13,131,2,1,20060122,2005-06,0,2,TOR
4,8,53,Running Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,13,62,122,1,20060122,2005-06,0,2,TOR
4,8,14,Jump Shot,Above the Break 3,Center(C),24+ ft.,26,23,261,0,20060122,2005-06,0,0,TOR
4,6,32,Running Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,3,-6,33,1,20060122,2005-06,0,2,TOR
4,5,30,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,117,233,1,20060122,2005-06,0,3,TOR
4,4,52,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,105,237,1,20060122,2005-06,0,3,TOR
4,4,25,Jump Shot,Mid-Range,Left Side(L),8-16 ft.,14,-135,46,1,20060122,2005-06,0,2,TOR
4,3,55,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,19,-195,3,0,20060122,2005-06,0,0,TOR
4,3,26,Running Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,23,40,1,20060122,2005-06,0,2,TOR
4,2,55,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,192,186,0,20060122,2005-06,0,0,TOR
